site_id,권역,시군,행정구역_상세,시설명,위도,경도,주소,출력등급_표준,출력분류,출력_W,반경_m,웹표시형식,검토상태,반영권장,데이터원본,비고
S0427,북부,남양주시,,양정동주민센터,37.6160306,127.1871944,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0428,북부,남양주시,,다산2동주민센터,37.6104528,127.1709361,,대형,대형,,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0429,북부,남양주시,,동부출장소,37.6520278,127.33125,,소형,소형,,800,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0430,북부,남양주시,,별내동행정복지센터,37.6457528,127.1219667,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0431,북부,남양주시,,다산1동행정복지센터,37.61391,127.1555368,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0432,북부,남양주시,,화도읍 창현리,37.6355641,127.3099979,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0433,북부,남양주시,,진접읍 내각리,37.705461,127.168294,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0434,북부,남양주시,,진건배수펌프장,37.6333921,127.1510538,,DMB,DMB,,800,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0435,북부,남양주시,,스마트시티통합센터,37.6648787,127.1185765,,중형,중형,1200,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0436,북부,의정부시,,의정부2동주민센터,37.7407369,127.0429167,,중형,중형,2400,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0437,북부,의정부시,,호원1동주민센터,37.7121389,127.048764,,대형,대형,2400,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0438,북부,의정부시,,호원2동행정복지센터,37.7264578,127.0431222,,소형,소형,800,800,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0439,북부,의정부시,,장암동주민센터,37.7263611,127.0542333,,중형,중형,1200,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0440,북부,의정부시,,신곡2동주민센터,37.74375,127.0579011,,대형,대형,2400,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0441,북부,의정부시,,송산1동주민센터,37.7311,127.0867333,,중형,중형,1200,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0442,북부,의정부시,,송산2동행정복지센터,37.7396823,127.0899814,,대형,대형,2400,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0443,북부,의정부시,,자금동주민센터,37.7504167,127.0581222,,중형,중형,1200,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0444,북부,의정부시,,가능1동주민센터,37.7505528,127.0385028,,대형,대형,2400,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0445,북부,의정부시,,흥선동행정복지센터,37.7462361,127.0306833,,중형,중형,1200,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0446,북부,의정부시,,녹양동주민센터,37.7600954,127.0322921,,대형,대형,2400,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0447,북부,의정부시,,송산3동행정복지센터,37.7533073,127.1136098,,중형,중형,1200,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0448,북부,파주시,,문산읍행정복지센터,37.8568706,126.7911088,,대형,대형,,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0449,북부,파주시,,임진각대피시설,37.8904478,126.7403761,,소형,소형,,800,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0450,북부,파주시,,장산1리 마을회관,37.8999956,126.7766589,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0451,북부,파주시,,조리읍행정복지센터,37.7446647,126.8053861,,대형,대형,,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0452,북부,파주시,,봉일천4리 경로당,37.739996,126.8219451,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0453,북부,파주시,,장곡1리 마을회관,37.7542036,126.8387298,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0454,북부,파주시,,법원읍행정복지센터,37.8492323,126.8823544,,대형,대형,,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0455,북부,파주시,,파주읍행정복지센터,37.8306994,126.8197675,,대형,대형,,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0456,북부,파주시,,광탄면행정복지센터,37.7761352,126.8513201,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0457,북부,파주시,,창만1리 마을회관,37.8031081,126.8481382,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0458,북부,파주시,,영장3리 마을회관,37.7718334,126.9012292,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0459,북부,파주시,,탄현면행정복지센터,37.8025036,126.7159978,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0460,북부,파주시,,만우리노인정,37.816075,126.6974528,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0461,북부,파주시,,월롱면행정복지센터,37.7961305,126.7901893,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0462,북부,파주시,,적성면행정복지센터,37.9542559,126.9176162,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0463,북부,파주시,,어유지 보건진료소,37.9949214,126.9907692,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0464,북부,파주시,,식현2리마을회관,37.9449583,126.882075,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0465,북부,파주시,,파평면행정복지센터,37.9218974,126.837935,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0466,북부,파주시,,교하동행정복지센터,37.7530105,126.7468959,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0467,북부,파주시,,하지석리노인정,37.7598649,126.7482223,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0468,북부,파주시,,운정1동행정복지센터,37.724264,126.7517731,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0469,북부,파주시,,경기인력개발원,37.7141573,126.7443345,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0470,북부,파주시,,파주시청,37.7601597,126.7797801,,대형,대형,,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0471,북부,파주시,,금촌1동행정복지센터,37.7588179,126.7747073,,대형,대형,2400,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0472,북부,파주시,,금촌2동행정복지센터,37.7516568,126.7772645,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0473,북부,파주시,,장단출장소,37.9063619,126.7311115,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0474,북부,파주시,,객현1리산머루체험관,37.9693008,126.9518903,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0475,북부,파주시,,동파리마을회관,37.9259383,126.7871475,,중형,중형,1200,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0476,북부,파주시,,장현2리마을회관(난청지역),37.9788918,126.9701498,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0477,북부,파주시,,교하청소년문화의집,37.7239669,126.7154368,,중형,중형,1200,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0478,북부,양주시,백석읍,백석읍행정복지센터,37.7946833,126.9852243,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0479,북부,양주시,백석읍,기산하수처리장,37.7773354,126.9383106,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0480,북부,양주시,백석읍,방성1리 마을회관,37.8003907,126.9995859,,중형,중형,1200,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0481,북부,양주시,백석읍,홍죽2리마을회관,37.8015992,126.9560736,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0482,북부,양주시,백석읍,복지1리마을회관,37.785032,126.9905212,,DMB,DMB경보사이렌,800,800,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0483,북부,양주시,백석읍,연곡1리 마을회관,37.8109807,126.9596477,,DMB,DMB경보사이렌,800,800,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0484,북부,양주시,은현면,은현면행정복지센터,37.8748643,127.0245073,,중형,중형,1200,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0485,북부,양주시,은현면,용암1리마을회관,37.8517255,127.0375903,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0486,북부,양주시,은현면,봉암리 마을회관,37.9080047,127.0079903,,DMB,DMB경보사이렌,800,800,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0487,북부,양주시,남면,남면행정복지센터,37.89764,126.9766352,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0488,북부,양주시,남면,검준사업단지,37.8670445,126.9989192,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0489,북부,양주시,남면,황방1리마을회관,37.9227377,126.9974119,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0490,북부,양주시,광적면,광적면행정복지센터,37.8245373,126.9836599,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0491,북부,양주시,광적면,효촌2리 마을회관,37.8614728,126.9477388,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0492,북부,양주시,,덕도3리경로당,37.8461323,126.9668532,,중형,중형,1200,999.9,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0493,북부,양주시,장흥면,장흥면행정복지센터,37.7178456,126.941221,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0494,북부,양주시,장흥면,장흥작은도서관,37.7137052,126.9693424,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0495,북부,양주시,장흥면,삼하리마을회관,37.6780466,126.922811,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0496,북부,양주시,양주1동,양주시청,37.7849605,127.045733,,대형,대형,,1650,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0497,북부,양주시,양주1동,유양1통 마을회관,37.7845617,127.027338,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0498,북부,양주시,양주1동,양주1동행정복지센터,37.7731228,127.0439134,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0499,북부,양주시,양주1동,남방3통마을회관,37.775401,127.0336774,,중형,중형,1200,1000.5,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0500,북부,양주시,양주2동,양주2동행정복지센터,37.7968329,127.0802965,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0501,북부,양주시,양주2동,양주자이프라자,37.795924,127.105851,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0502,북부,양주시,양주2동,고읍119안전센터,37.8017992,127.0698366,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0503,북부,양주시,회천1동,회천1동행정복지센터,37.8438868,127.0660388,,대형,대형,,1650,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0504,북부,양주시,회천2동,회천2동행정복지센터,37.8223698,127.0477309,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0505,북부,양주시,회천2동,회정1통 마을회관,37.8290839,127.0525312,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0506,북부,양주시,회천3동,회천3동행정복지센터,37.8377264,127.0688847,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0507,북부,양주시,회천4동,회천4동행정복지센터,37.8328388,127.0902953,,중형,중형,,1250,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0508,북부,양주시,,옥정호수도서관,37.8232269,127.0948656,,,,,999.6,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0509,북부,구리시,,시립동구어린이집,37.6183886,127.1383948,,대형,대형,,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0510,북부,구리시,,구리시청,37.5946151,127.1296727,,대형,대형,,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0511,북부,구리시,,토평정수장,37.5807916,127.1470929,,대형,대형,,1198.5,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0512,북부,구리시,,인창빗물펌프장,37.6046443,127.1476463,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0513,북부,구리시,,갈매중앙공원,37.631034,127.1188887,,중형,중형,,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0514,북부,포천시,,포천시청,37.8947222,127.2002591,,대형,대형,1200,1197.5,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0515,북부,포천시,,소홀읍사무소,37.8232722,127.1385806,,복합,복합,2400,1198.2,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0516,북부,포천시,,소홀도서관,37.8296722,127.1376389,,중형,중형,1200,998.6,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0517,북부,포천시,,군내면사무소,37.889025,127.2178722,,중형,중형,1200,998.1,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0518,북부,포천시,,내촌면사무소,37.786,127.2288889,,중형,중형,1200,998.1,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0519,북부,포천시,,내5리마을회관,37.7951306,127.2305556,,중형,중형,1200,999.4,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0520,북부,포천시,,신북면사무소,37.9339889,127.22635,,중형,중형,1200,998.3,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0521,북부,포천시,,포천중앙도서관,37.9052778,127.2064722,,중형,중형,1200,998.8,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0522,북부,포천시,,가산면사무소,37.8486111,127.1863889,,중형,중형,1200,998.3,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0523,북부,포천시,,창수면사무소,37.9917167,127.1891,,중형,중형,1200,998.8,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0524,북부,포천시,,영중면사무소,38.0055556,127.2450944,,중형,중형,1200,1001.4,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0525,북부,포천시,,영평리노인정,38.0170778,127.2117389,,중형,중형,1200,999.2,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0526,북부,포천시,,성동5리 마을회관,38.0194028,127.2510056,,중형,중형,1200,993.4,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0527,북부,포천시,,일동면사무소,37.9613306,127.31725,,중형,중형,1200,1003.4,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0528,북부,포천시,,일동디딤돌 학습센터,37.9799194,127.3224639,,중형,중형,1200,1001.9,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0529,북부,포천시,,이동면사무소,38.0306611,127.3675722,,중형,중형,1200,996.1,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0530,북부,포천시,,도평리보건진료소,38.0590805,127.3843977,,중형,중형,1200,1000.6,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0531,북부,포천시,,영북면사무소,38.0893778,127.2751028,,중형,중형,1200,998.9,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0532,북부,포천시,,산정리마을회관,38.0686056,127.3236111,,중형,중형,1200,999.1,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0533,북부,포천시,,관인면사무소,38.1577778,127.2511694,,중형,중형,1200,998.6,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0534,북부,포천시,,중3리마을회관,38.0861472,127.2065361,,중형,중형,1200,1000.3,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0535,북부,포천시,,냉정1리회관,38.1669753,127.2735583,,중형,중형,1200,999.3,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0536,북부,포천시,,화현면사무소,37.9011639,127.2881667,,중형,중형,1200,1000.6,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0537,북부,포천시,,선단동사무소,37.8541667,127.1591667,,중형,중형,1200,994.8,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0538,북부,포천시,,심곡1리작은도서관,37.9417791,127.185952,,중형,중형,1200,1000,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0539,북부,동두천시,,동두천시청,37.9034921,127.0599354,,대형,대형,2400,1199.6,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0540,북부,동두천시,,보산동행정복지센터,37.917695,127.0613603,,중형,중형,1200,1001,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0541,북부,동두천시,,불현동행정복지센터,37.8986338,127.0624592,,중형,중형,1200,999.7,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0542,북부,동두천시,,불현동 중앙고교,37.8916379,127.0575824,,대형,대형,2400,1200,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0543,북부,동두천시,,광암동다목적회관,37.8938186,127.0891529,,중형,중형,1200,997.7,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0544,북부,동두천시,,소요동행정복지센터,37.9294759,127.0572311,,대형,대형,2400,1200.6,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0545,북부,동두천시,,동두천환경사업소,37.9455844,127.0570856,,중형,중형,1200,1001.6,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0546,북부,동두천시,,상패동행정복지센터,37.9054929,127.0443259,,중형,중형,1200,999.1,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0547,북부,동두천시,,상패8통 마을회관,37.9022809,127.0255609,,중형,중형,1200,998.6,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0548,북부,가평군,,가평군청,37.8312549,127.5095764,,대형,대형,1800,1072.2,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0549,북부,가평군,,승안2리마을회관,37.8480096,127.4876617,,소형,소형,600,900.3,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0550,북부,가평군,,달전1리마을회관,37.8111859,127.5199601,,중형,중형,1200,1000.1,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0551,북부,가평군,,설악면사무소,37.676148,127.4947225,,소형,소형,600,900.4,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0552,북부,가평군,,가일1리마을회관,37.5999524,127.4930418,,소형,소형,600,899,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0553,북부,가평군,,청평면사무소,37.7404105,127.4241432,,소형,소형,600,898.8,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0554,북부,가평군,,대성3리마을회관,37.6805288,127.3768354,,소형,소형,600,898.5,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0555,북부,가평군,,상면사무소,37.8048458,127.3567035,,소형,소형,600,899.7,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0556,북부,가평군,,덕현리 마을회관,37.7625282,127.3940152,,소형,소형,600,899.1,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0557,북부,가평군,,조종면사무소,37.8173682,127.3531539,,소형,소형,600,898.9,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0558,북부,가평군,,운악리경로당,37.8650883,127.3493136,,소형,소형,600,898,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0559,북부,가평군,,북면사무소,37.8855895,127.5502378,,소형,소형,600,899.2,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0560,북부,가평군,,도대1리마을회관,37.9243337,127.4940755,,소형,소형,600,898.3,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0561,북부,연천군,,연천군청,38.0967538,127.0746162,,대형,대형,2400,1198.4,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0562,북부,연천군,,전곡읍행정복지센터,38.027952,127.0636146,,대형,대형,2400,1192.9,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0563,북부,연천군,,군남면행정복지센터,38.0851942,127.0188951,,중형,중형,1200,997.8,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0564,북부,연천군,,청산면행정복지센터,37.9818468,127.0676989,,중형,중형,1200,994.8,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0565,북부,연천군,,백학면행정복지센터,38.0296519,126.9180051,,중형,중형,1200,994.3,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0566,북부,연천군,,미산면행정복지센터,38.047365,126.992871,,중형,중형,1200,1004.8,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0567,북부,연천군,,왕징면행정복지센터,38.0585307,127.0127297,,중형,중형,1200,1002.3,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0568,북부,연천군,,신서면행정복지센터,38.1832686,127.1068705,,중형,중형,1200,1001.4,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0569,북부,연천군,,중면행정복지센터,38.1358818,127.0191797,,중형,중형,1200,998.8,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0570,북부,연천군,,연강갤러리,38.1178643,126.9871954,,중형,중형,1200,999.7,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0571,북부,연천군,,장남면행정복지센터,37.9818155,126.8842447,,중형,중형,1200,1004.8,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
S0572,북부,연천군,,상1리다목적회관,38.1348533,127.0784262,,중형,중형,1200,1600,circle,정상,radius 기반 원형표시,구글 가청률 지도 최종본.kmz,
